"9","        Nonresidential",24.8,25.2,25.4,26.5,28.2,28.1,29.1,30.2,28.6,27.5,26.1,25.6,26.4,28.9,31.9,32.9,33.1,34.1,34.8,34.6,35.1,35.8,32.9,35.8,37.8,38.5,39.6,39.2,38.3,38.2,38.9,38.9,39.5,42.1,44.8,47.1,47.8,49.1,50.7,51.4,52.5,52.6,54.1,53.2,49.4,47.8,47.4,49.3,50.9,52.7,54.4,54.4,56.3,57.2,56.2,55.9,55.0,56.2,56.7,58.5,59.7,61.4,62.1,61.8,62.0,63.9,65.7,67.7,69.1,71.1,73.4,75.3,80.2,83.4,86.7,90.6,94.4,96.8,98.3,99.2,98.0,98.3,98.8,101.7,105.6,105.3,107.6,112.2,116.0,118.4,122.4,123.3,123.8,125.0,126.3,123.5,126.3,129.5,131.2,134.7,140.6,144.0,147.0,155.0,162.8,171.3,176.6,180.1,183.4,188.8,194.5,197.6,193.1,193.3,197.8,202.9,209.5,215.0,222.6,230.2,243.3,253.7,263.3,275.9,282.4,309.4,325.1,341.4,356.7,364.3,383.0,391.3,404.5,394.7,405.7,422.8,443.0,462.9,482.1,503.8,500.1,490.1,478.7,471.5,462.1,466.5,485.4,514.7,531.5,558.3,576.6,590.9,599.4,609.1,604.4,618.1,613.5,605.0,602.0,610.6,596.6,608.4,625.5,630.6,641.5,659.4,666.3,681.9,696.5,709.0,731.1,727.4,740.9,734.1,744.4,737.5,729.8,726.8,720.2,717.6,714.2,736.7,748.5,768.3,776.5,792.4,798.3,829.6,840.7,855.6,872.1,907.0,944.6,956.8,965.5,982.1,1003.7,1026.5,1059.0,1083.6,1107.3,1129.6,1178.4,1181.1,1212.4,1247.1,1261.7,1295.4,1322.3,1354.0,1386.6,1395.0,1450.3,1498.7,1519.7,1525.1,1505.2,1473.6,1452.6,1408.9,1374.0,1357.3,1348.9,1331.2,1332.7,1366.8,1392.1,1411.9,1401.8,1445.5,1490.5,1531.7,1568.3,1603.8,1643.1,1668.7,1735.3,1774.4,1815.9,1849.5,1892.0,1937.7,1967.4,1997.1,2013.7,2024.0,2007.0,1918.7,1761.4,1685.0,1656.0,1659.3,1660.0,1715.7,1762.4,1801.9,1805.1,1862.0,1953.8,2009.0,2073.4,2126.2,2126.0,2148.6,2170.9,2180.3,2220.7,2274.0,2314.9,2383.6,2439.8,2462.0,2459.6,2465.7,2471.6,2432.8,2415.6,2441.8,2471.6,2483.5,2531.1,2567.4,2591.6,2648.9,2717.3,2782.0,2807.7,2840.7,2882.7,2890.0,2877.2,2862.5,2812.1
"10","            Structures",7.9,7.9,8.3,8.4,8.8,9.3,9.9,10.1,9.7,9.4,8.9,8.7,9.1,9.5,10.3,11.0,11.5,12.2,12.3,11.9,12.0,12.1,12.2,12.6,13.1,13.5,13.7,14.0,13.9,13.9,13.9,13.8,14.3,14.7,15.4,16.2,17.4,18.0,18.6,18.7,18.8,19.0,19.1,18.9,18.1,17.6,17.3,17.6,17.4,18.0,18.6,18.5,19.4,19.5,19.4,20.0,19.9,19.6,19.7,19.6,20.0,20.8,21.4,20.9,20.2,21.2,21.4,21.9,22.4,23.5,24.3,24.8,26.1,28.2,28.5,30.4,31.1,31.2,31.9,31.2,31.7,30.9,31.5,32.0,33.1,33.2,33.2,34.8,35.8,36.7,38.9,39.4,39.5,40.3,40.6,40.8,41.5,42.3,43.1,43.8,45.8,46.6,47.3,49.0,51.3,54.1,56.8,57.7,59.0,61.3,61.4,63.2,61.7,60.4,61.3,62.0,64.1,65.1,66.7,67.8,69.7,73.6,76.4,78.5,80.0,90.3,98.6,105.5,107.9,112.8,121.8,128.3,132.6,132.3,135.8,144.1,150.0,161.0,169.7,188.5,186.6,182.5,172.9,168.3,158.6,149.5,152.6,156.6,165.7,175.8,182.5,185.5,194.9,195.2,192.2,195.8,191.7,174.5,169.0,170.9,166.9,169.6,177.6,182.7,178.6,184.2,183.5,184.9,189.5,189.6,197.7,198.1,204.1,204.6,205.5,197.4,194.9,189.9,177.5,172.2,169.9,170.6,173.0,176.7,175.6,174.1,176.0,182.9,178.5,187.1,188.1,193.4,201.2,207.4,210.3,210.2,214.3,219.8,225.3,238.9,242.7,242.6,255.7,260.1,261.7,278.9,280.8,282.6,284.0,283.1,285.1,290.7,300.6,316.2,330.9,336.3,331.8,338.9,347.1,316.3,302.7,289.3,278.2,277.7,279.2,286.9,287.9,292.4,292.3,300.8,314.0,323.6,337.5,345.0,355.8,373.6,397.6,420.1,435.8,447.2,469.6,498.1,526.7,546.8,556.9,571.9,578.8,576.8,527.7,473.1,429.5,392.9,368.8,382.1,379.1,389.2,362.2,392.7,421.2,441.8,470.1,488.1,484.7,474.9,463.0,480.0,507.5,519.5,546.7,574.7,586.0,603.0,589.6,590.3,571.1,539.3,520.5,537.1,559.6,566.0,580.2,589.0,583.7,594.4,615.9,640.0,641.7,635.2,645.8,633.2,619.4,609.6,605.3
"11","            Equipment",14.9,15.2,15.0,16.1,17.3,16.7,17.1,18.0,16.8,16.1,15.2,14.8,15.1,17.1,19.3,19.6,19.4,19.7,20.2,20.2,20.4,20.8,17.7,19.9,21.2,21.3,22.1,21.4,20.6,20.4,21.1,21.1,21.1,23.1,25.0,26.3,25.4,25.9,26.8,27.2,28.2,28.1,29.3,28.6,25.5,24.4,24.1,25.5,27.1,28.1,29.1,29.1,30.1,30.7,29.5,28.4,27.4,28.6,28.9,30.6,31.4,32.2,32.3,32.3,32.9,33.5,34.9,36.2,37.1,37.9,39.3,40.4,43.5,44.3,46.8,48.5,51.1,53.0,53.4,54.6,52.7,53.6,53.2,55.3,57.6,56.7,58.6,61.2,63.7,64.7,66.1,66.1,66.4,66.7,67.7,64.8,66.6,68.7,69.3,71.6,74.9,76.9,78.9,84.8,89.8,94.9,96.9,98.7,100.0,102.4,107.1,107.8,104.5,105.6,108.5,111.8,115.0,118.3,123.1,128.5,139.0,144.6,150.6,160.4,164.6,179.7,185.5,192.8,203.4,204.2,212.1,212.5,219.6,209.1,215.2,221.6,232.0,238.3,246.6,246.5,242.8,235.4,232.3,228.9,227.1,237.6,249.8,271.4,275.6,289.0,297.3,305.6,302.6,309.5,306.1,313.4,310.8,317.5,318.6,323.9,312.6,320.2,327.1,323.8,335.6,344.8,349.1,357.7,363.4,371.6,381.0,372.6,376.4,365.7,373.6,371.8,361.3,358.2,362.6,361.4,360.1,379.5,387.6,399.6,406.6,421.5,425.0,447.4,461.8,465.4,476.5,501.9,525.3,525.4,524.8,537.0,546.0,556.9,577.0,581.4,587.5,602.3,630.5,623.1,645.8,655.9,658.4,680.0,695.1,712.1,728.1,719.1,749.4,774.0,774.0,767.0,751.7,716.0,692.4,686.0,667.3,661.9,661.3,648.0,644.3,665.2,680.7,692.3,681.8,713.5,734.2,758.1,768.6,786.9,808.3,815.8,850.2,857.6,867.4,873.9,886.3,897.8,896.0,893.6,885.4,871.8,852.1,772.2,683.5,652.2,662.0,683.3,719.8,763.7,804.5,820.1,839.8,854.3,904.5,926.5,957.8,984.4,984.3,1007.1,1022.8,1018.0,1016.5,1050.9,1058.2,1085.2,1117.0,1107.4,1116.6,1118.5,1134.8,1116.3,1101.4,1092.7,1091.2,1088.9,1108.8,1132.9,1149.5,1183.6,1201.8,1214.3,1227.9,1246.4,1249.0,1252.9,1237.4,1224.7,1172.1
"12","            Intellectual property products",2.0,2.0,2.0,2.0,2.1,2.1,2.1,2.1,2.0,2.0,2.0,2.1,2.2,2.2,2.3,2.3,2.3,2.3,2.4,2.5,2.7,2.9,3.1,3.3,3.5,3.7,3.7,3.8,3.8,3.9,3.9,4.0,4.1,4.2,4.4,4.6,4.9,5.2,5.3,5.5,5.5,5.5,5.6,5.7,5.8,5.9,6.0,6.3,6.5,6.6,6.7,6.8,6.9,7.0,7.3,7.5,7.7,7.9,8.1,8.2,8.2,8.3,8.4,8.6,8.9,9.2,9.4,9.5,9.5,9.7,9.9,10.1,10.5,10.9,11.3,11.7,12.2,12.6,13.0,13.4,13.6,13.8,14.1,14.5,14.9,15.4,15.8,16.2,16.5,17.0,17.4,17.7,17.9,17.9,18.0,17.9,18.1,18.5,18.8,19.3,19.9,20.4,20.8,21.2,21.7,22.3,23.0,23.7,24.4,25.1,26.0,26.6,26.9,27.3,28.0,29.0,30.4,31.6,32.8,33.9,34.5,35.5,36.2,37.0,37.8,39.4,41.1,43.2,45.4,47.2,49.1,50.6,52.3,53.3,54.7,57.1,61.0,63.5,65.8,68.7,70.6,72.2,73.5,74.4,76.4,79.4,82.9,86.7,90.1,93.5,96.8,99.8,101.9,104.3,106.1,108.9,111.1,113.0,114.3,115.8,117.0,118.6,120.8,124.0,127.3,130.4,133.7,139.3,143.6,147.8,152.3,156.7,160.3,163.8,165.3,168.3,173.6,178.7,180.1,184.1,184.2,186.5,187.9,192.1,194.3,196.7,197.4,199.3,200.4,203.1,207.6,211.8,218.2,224.0,230.4,234.8,243.4,249.8,256.7,263.3,277.1,284.6,292.2,297.9,304.9,312.3,322.4,332.9,343.2,358.8,373.4,385.2,400.3,408.6,414.7,421.8,421.8,418.7,413.1,406.6,404.1,406.0,409.3,405.5,409.2,414.7,423.5,427.2,427.7,431.2,442.3,450.1,462.2,472.0,479.1,479.3,487.6,496.7,512.7,528.4,536.2,541.8,544.7,556.7,571.4,580.3,576.1,569.8,550.1,559.7,564.5,583.1,571.4,570.0,578.8,592.5,603.1,615.1,628.1,640.7,645.4,653.7,657.0,666.6,685.1,682.3,696.7,703.6,710.0,723.6,736.7,751.6,753.3,757.0,765.6,777.3,793.8,812.1,820.9,828.6,842.1,845.5,858.4,870.9,899.6,927.7,938.1,959.1,987.9,1003.9,1020.5,1028.2,1034.6
"13","        Residential",10.5,10.6,12.5,15.3,15.3,16.4,16.3,15.2,14.2,13.9,14.7,16.5,18.3,20.6,22.6,21.5,21.1,18.5,17.4,17.7,18.3,18.8,18.8,19.6,20.0,20.1,19.5,19.3,19.4,20.7,22.2,23.6,25.4,26.0,25.6,24.6,24.1,24.4,24.0,23.5,23.1,22.6,22.5,22.3,21.4,21.5,23.0,25.4,28.3,29.4,28.8,28.0,29.0,26.7,25.9,25.9,25.9,26.1,27.6,28.5,29.0,29.9,29.9,29.8,30.8,32.9,33.2,34.5,36.2,35.0,34.5,34.6,34.8,35.1,35.3,35.5,35.9,34.4,33.0,30.2,29.4,32.9,34.8,37.5,38.3,39.6,40.4,42.6,44.9,45.1,45.0,42.5,42.5,41.4,42.6,47.2,51.0,57.0,60.7,64.0,69.2,70.8,72.4,77.3,80.9,78.7,77.9,75.7,72.4,71.2,70.9,63.3,61.2,64.0,68.8,73.0,80.4,84.8,84.9,96.9,102.2,116.5,120.0,122.2,126.9,137.0,142.3,145.8,145.3,147.6,150.5,148.0,140.2,116.9,123.2,137.8,137.6,135.3,126.2,114.8,109.7,107.7,108.4,117.5,138.5,155.0,171.1,179.9,186.4,191.3,190.9,192.9,194.2,196.3,201.4,208.4,219.5,234.6,240.9,244.3,246.7,249.7,250.0,252.8,250.1,255.5,257.5,261.7,260.9,255.8,255.5,251.9,256.0,246.9,234.5,221.3,210.3,217.8,226.5,230.1,242.4,253.2,255.1,268.3,271.4,278.0,290.9,306.9,315.6,327.9,326.4,325.4,321.8,313.5,326.4,334.6,344.7,361.4,364.3,361.8,365.4,372.3,379.0,385.8,394.8,411.3,427.6,441.5,447.4,459.3,466.6,473.8,484.2,486.6,483.1,487.8,496.7,511.0,522.4,522.1,538.3,554.8,558.9,578.3,601.4,612.0,651.7,683.1,706.2,743.2,763.6,786.3,815.3,843.8,875.6,890.2,896.2,859.3,814.7,782.4,750.9,719.3,673.7,618.2,566.7,538.8,507.1,451.4,404.5,374.7,389.4,391.5,379.4,396.3,361.2,369.3,368.8,374.3,381.1,391.2,414.1,419.3,433.7,460.9,485.1,507.2,523.1,524.6,532.1,550.4,568.4,589.7,605.2,623.4,646.1,660.5,686.6,692.0,697.7,717.8,743.7,748.8,753.4,777.1,783.7,789.5,789.0,784.4,787.4,784.7,800.3,817.7,857.4
"14","    Change in private inventories",0.5,-1.2,-2.9,1.5,3.6,5.9,7.2,6.0,0.4,-5.1,-1.3,-4.7,2.0,2.8,4.2,14.0,10.4,14.8,9.7,4.7,4.7,-1.5,5.6,5.3,3.9,3.6,2.3,-2.0,-2.0,-3.4,-2.1,-0.3,3.8,4.6,4.3,7.2,6.4,3.6,3.6,2.2,2.2,2.7,2.8,-4.5,-4.0,-4.2,1.5,5.2,3.9,7.3,0.4,4.1,11.2,3.2,4.3,-5.8,-2.5,1.8,6.7,6.0,9.4,5.4,6.2,3.4,6.9,4.8,5.7,5.1,5.1,4.5,4.7,5.0,11.5,8.6,9.3,7.6,13.9,12.3,11.9,16.5,15.4,6.3,9.3,8.4,8.4,14.1,7.7,6.0,11.5,9.2,10.2,5.8,1.8,5.1,5.1,-4.0,12.3,10.9,10.2,-0.3,3.2,12.0,13.7,7.5,10.6,18.2,9.8,25.0,12.5,17.4,5.6,20.4,-10.0,-14.0,-1.4,0.3,14.7,22.4,20.8,10.5,14.8,19.5,30.9,24.1,25.5,24.3,25.0,28.5,23.9,27.4,12.1,8.6,9.9,7.8,-33.9,-9.1,38.8,11.7,44.0,24.8,-21.5,-4.2,5.8,-39.8,-35.1,-7.7,-4.2,23.9,73.0,69.3,71.3,48.0,16.2,21.6,16.3,33.1,30.4,15.7,-7.0,-12.8,28.0,16.5,1.0,63.1,17.0,19.6,18.2,19.1,48.1,36.3,9.8,16.6,14.0,33.7,21.9,-11.3,-15.5,-18.0,0.8,31.1,0.2,23.2,20.5,21.3,35.9,24.1,6.6,16.6,45.4,81.4,53.2,75.1,61.2,33.8,11.3,18.4,6.9,30.5,51.1,34.7,49.7,88.4,67.9,77.7,105.1,37.3,52.4,60.0,83.4,35.1,40.5,84.2,16.2,90.4,57.2,54.3,-30.6,-11.6,-30.1,-80.8,0.3,21.2,25.4,33.0,26.1,-6.5,0.4,36.3,46.0,74.0,64.2,72.1,102.5,28.8,12.4,86.4,78.2,75.5,78.8,43.5,21.4,42.2,44.9,27.3,-16.7,-22.3,-15.8,-62.2,-151.0,-196.0,-204.0,-52.1,-1.2,36.7,112.9,67.3,32.1,61.0,-12.0,104.0,80.3,91.4,84.4,28.7,82.3,87.8,136.2,111.9,52.3,96.4,99.4,87.8,171.0,142.7,123.6,90.2,46.9,19.1,-2.7,44.9,13.4,18.8,56.8,31.7,41.5,-10.0,87.3,100.1,113.3,74.8,67.0,18.0,-43.1
"15","Net exports of goods and services",10.9,11.3,11.8,9.3,7.3,5.2,4.9,4.5,6.5,6.3,5.2,3.0,2.2,1.6,-0.7,-0.2,0.2,1.9,3.7,4.2,3.7,2.0,0.0,-1.0,-0.7,-1.3,-0.6,-0.3,-0.4,0.3,0.6,1.1,1.1,-0.2,0.7,0.2,0.4,1.9,2.6,4.5,4.8,4.1,4.0,3.4,1.1,0.5,0.9,-0.3,0.5,-0.8,1.2,0.6,2.9,3.4,4.7,5.9,5.9,4.7,4.5,4.6,4.0,4.8,4.5,3.1,4.0,5.6,4.5,5.7,7.2,6.3,6.9,7.2,4.5,6.7,5.5,5.8,4.4,4.6,2.7,3.8,4.5,4.2,3.3,2.2,1.1,1.7,1.7,0.9,0.2,1.1,1.2,3.1,3.5,5.2,4.1,3.0,4.6,-0.4,0.2,-1.9,-3.5,-4.3,-2.6,-3.1,-1.4,2.5,6.4,9.0,6.4,-2.7,-7.0,0.0,16.5,21.6,12.0,13.8,4.7,-0.5,-4.1,-6.6,-21.1,-21.1,-20.6,-29.6,-38.7,-22.6,-23.8,-16.4,-18.2,-22.2,-23.0,-26.8,-35.8,-15.2,5.5,-6.7,-14.3,-13.5,-7.6,-14.8,-16.3,-4.4,-29.6,-29.6,-24.5,-45.4,-65.2,-71.4,-95.0,-104.3,-103.8,-107.8,-91.3,-114.4,-116.9,-133.4,-126.0,-128.9,-139.0,-133.6,-141.2,-147.0,-145.5,-145.4,-124.0,-106.6,-99.3,-107.7,-101.0,-88.2,-75.1,-82.8,-88.5,-68.8,-75.0,-79.1,-47.1,-23.2,-21.1,-23.1,-20.5,-32.8,-38.5,-47.1,-55.7,-63.2,-68.4,-73.4,-80.6,-90.6,-96.9,-101.9,-105.3,-109.5,-74.4,-69.8,-88.8,-93.7,-114.2,-88.8,-108.8,-85.2,-96.8,-117.0,-135.2,-162.3,-174.6,-178.7,-207.7,-244.7,-275.3,-295.6,-352.1,-358.7,-387.8,-401.5,-390.8,-358.5,-366.0,-356.4,-372.6,-415.7,-432.5,-480.8,-504.9,-501.5,-500.8,-505.4,-549.0,-608.0,-636.4,-682.9,-674.6,-690.8,-732.5,-786.9,-777.2,-780.6,-805.6,-720.3,-724.3,-731.9,-713.8,-703.7,-756.2,-758.9,-771.6,-605.7,-396.1,-338.6,-405.5,-445.6,-489.2,-519.1,-535.1,-512.2,-561.5,-581.9,-573.9,-600.7,-615.1,-580.5,-540.8,-537.8,-516.9,-508.9,-496.3,-441.1,-506.3,-507.6,-492.3,-524.4,-532.5,-499.3,-533.0,-514.6,-522.2,-495.3,-499.7,-558.0,-570.9,-583.7,-550.6,-596.1,-629.0,-568.4,-671.4,-684.1,-633.8,-662.7,-653.0,-577.9,-526.2
"16","    Exports",18.4,19.5,19.4,17.6,16.9,15.2,15.4,14.6,16.1,15.6,14.1,12.1,11.7,11.9,12.3,13.5,15.0,17.1,18.1,18.2,18.7,16.6,15.2,15.3,15.1,15.2,15.8,15.2,14.4,16.4,15.9,16.6,17.3,16.9,18.1,18.3,19.4,20.9,21.8,23.1,24.9,24.4,23.8,23.0,20.5,20.5,20.6,20.6,21.9,21.8,24.1,23.1,26.1,26.9,27.6,27.6,27.6,26.6,27.8,28.4,28.3,29.7,29.6,28.7,29.2,31.4,31.2,32.5,34.2,34.0,35.4,36.5,33.0,38.4,37.6,39.7,39.4,40.9,40.9,42.6,43.9,43.2,42.8,43.9,45.5,47.2,49.9,49.1,44.0,53.8,53.6,56.3,57.0,60.4,60.5,60.9,63.2,62.9,65.7,60.0,68.6,67.2,71.5,76.1,84.0,91.9,97.6,107.6,116.7,126.7,126.6,136.6,141.4,136.8,134.1,142.5,143.6,146.6,151.8,156.1,155.4,161.9,162.3,157.8,164.6,186.2,191.3,205.4,211.7,220.9,234.3,253.7,268.5,277.4,284.7,292.5,305.5,308.5,302.3,304.7,293.2,294.7,279.6,265.3,270.7,272.5,278.2,286.6,293.0,302.2,305.7,308.6,306.0,304.1,297.3,305.4,313.4,315.1,320.5,335.0,336.5,355.4,371.9,392.1,418.7,439.5,453.6,466.6,485.2,507.2,509.4,515.4,538.2,545.9,555.1,568.2,573.2,590.7,600.6,615.2,625.3,626.2,639.4,641.4,643.6,653.1,650.9,671.6,681.2,707.0,736.9,758.6,781.6,798.9,831.4,839.4,847.9,859.0,859.6,903.8,918.4,954.5,974.1,968.3,963.0,947.3,935.3,966.3,962.4,973.5,1003.2,1032.0,1054.2,1092.5,1124.3,1114.1,1095.1,1052.6,996.4,954.5,970.7,1003.9,1017.2,1003.2,1008.2,1007.9,1038.1,1090.5,1137.7,1167.8,1182.7,1222.3,1264.8,1296.0,1307.1,1353.0,1413.0,1460.0,1477.8,1539.6,1577.1,1622.1,1683.7,1760.5,1811.0,1909.7,1921.8,1705.7,1514.3,1518.3,1591.1,1704.3,1746.9,1810.0,1865.6,1962.6,2030.3,2105.1,2138.8,2137.8,2164.6,2192.1,2201.8,2206.6,2239.2,2250.7,2269.4,2334.4,2335.9,2387.1,2391.9,2371.9,2287.2,2304.3,2260.1,2215.6,2164.9,2208.1,2254.4,2255.1,2303.3,2313.2,2360.1,2450.3,2476.6,2543.6,2510.3,2510.5,2520.3,2504.0,2495.1,2497.7,2421.7
"17","        Goods",15.7,16.7,16.8,15.1,14.6,13.0,13.1,12.4,13.7,13.2,11.9,10.1,9.6,9.8,10.2,11.3,12.5,14.3,15.1,15.1,15.4,13.4,12.4,12.5,12.1,12.3,12.9,12.3,11.6,13.6,12.9,13.6,14.2,13.8,14.8,14.9,15.9,17.2,18.1,19.1,20.6,20.1,19.4,18.1,16.6,16.3,16.4,16.3,15.6,15.9,17.5,16.9,19.5,20.5,20.9,20.9,21.2,20.1,21.0,21.5,21.2,22.3,22.3,21.1,21.3,23.4,23.8,24.9,26.1,26.0,27.0,27.9,24.5,29.0,28.1,30.3,30.7,30.4,31.0,32.3,32.9,32.6,32.0,32.7,34.0,35.4,37.1,36.5,32.1,40.4,40.0,42.5,43.4,45.6,45.3,45.9,46.5,46.4,49.0,42.9,50.4,49.7,52.5,57.7,65.2,72.6,77.2,88.1,95.1,103.5,103.7,111.7,114.9,108.5,109.8,116.8,117.0,119.1,122.7,127.1,126.3,131.3,130.6,125.3,129.8,150.6,153.6,165.6,170.9,178.9,191.3,208.0,222.0,227.7,232.5,239.5,247.2,248.8,241.7,243.1,232.3,233.9,218.5,205.5,209.7,209.1,214.3,223.1,224.3,230.0,234.4,236.4,232.1,228.7,222.2,226.9,224.5,227.9,229.8,243.6,243.0,258.8,272.1,288.3,311.2,328.5,338.7,349.8,360.5,379.6,379.0,379.9,396.2,400.6,406.3,409.9,420.7,427.1,431.6,441.2,449.7,448.8,460.6,462.2,460.4,466.9,462.6,481.1,484.1,505.3,533.8,550.3,571.6,583.2,605.8,609.3,617.1,621.2,626.5,650.3,668.9,701.0,717.5,712.2,708.2,683.7,676.6,701.8,688.1,697.3,717.1,744.4,761.6,790.3,821.1,810.7,797.1,761.4,715.2,691.2,687.5,714.3,725.0,709.2,719.2,720.0,735.0,774.1,799.3,824.1,836.7,859.7,886.0,919.9,924.2,957.6,1004.9,1036.3,1053.8,1084.7,1106.9,1138.0,1177.6,1222.7,1275.4,1353.0,1372.7,1169.1,1005.9,1005.5,1068.0,1154.4,1201.1,1251.4,1282.7,1354.5,1411.7,1463.2,1482.4,1491.6,1507.4,1524.9,1533.3,1520.8,1534.9,1542.2,1552.6,1607.1,1591.5,1628.1,1633.9,1606.3,1515.3,1531.0,1489.4,1442.7,1405.1,1433.6,1466.7,1470.7,1503.0,1508.7,1535.4,1606.4,1626.4,1697.6,1661.3,1659.9,1661.8,1646.1,1638.0,1629.2,1600.6
"18","        Services",2.7,2.8,2.6,2.5,2.3,2.2,2.3,2.3,2.4,2.5,2.2,2.0,2.1,2.1,2.1,2.3,2.5,2.8,3.0,3.1,3.3,3.1,2.8,2.8,3.0,2.9,2.9,2.8,2.8,2.8,3.0,3.0,3.1,3.1,3.4,3.4,3.5,3.7,3.8,4.0,4.3,4.3,4.3,4.9,4.0,4.2,4.1,4.2,6.4,5.9,6.6,6.3,6.6,6.4,6.6,6.7,6.4,6.6,6.8,6.9,7.1,7.4,7.3,7.6,7.9,8.0,7.5,7.6,8.0,8.0,8.4,8.6,8.5,9.4,9.4,9.4,8.7,10.4,9.9,10.3,11.0,10.6,10.9,11.2,11.5,11.8,12.8,12.7,12.0,13.3,13.6,13.8,13.6,14.8,15.2,15.0,16.7,16.5,16.7,17.1,18.2,17.5,18.9,18.4,18.7,19.4,20.3,19.6,21.6,23.1,23.0,24.9,26.4,28.4,24.3,25.8,26.6,27.5,29.1,28.9,29.0,30.6,31.7,32.5,34.8,35.6,37.7,39.9,40.8,42.0,43.0,45.6,46.5,49.7,52.2,53.0,58.2,59.7,60.6,61.6,60.9,60.9,61.1,59.8,61.0,63.4,63.9,63.5,68.6,72.2,71.3,72.2,73.9,75.4,75.1,78.5,88.9,87.3,90.7,91.4,93.5,96.6,99.8,103.8,107.5,111.0,114.9,116.8,124.7,127.6,130.3,135.5,142.0,145.3,148.8,158.3,152.5,163.6,169.0,174.1,175.6,177.4,178.8,179.2,183.2,186.2,188.3,190.5,197.1,201.7,203.1,208.3,210.0,215.7,225.6,230.2,230.8,237.9,233.1,253.5,249.5,253.5,256.5,256.2,254.9,263.6,258.7,264.5,274.3,276.2,286.1,287.6,292.6,302.2,303.1,303.4,298.0,291.2,281.2,263.3,283.2,289.6,292.1,294.0,289.0,288.0,303.1,316.4,338.4,343.7,346.0,362.6,378.8,376.2,382.9,395.4,408.1,423.7,424.1,454.9,470.2,484.2,506.2,537.8,535.6,556.7,549.1,536.6,508.5,512.8,523.1,549.9,545.7,558.6,582.9,608.1,618.5,641.8,656.3,646.2,657.2,667.2,668.5,685.9,704.3,708.5,716.8,727.3,744.5,759.0,758.0,765.6,771.9,773.3,770.7,772.9,759.8,774.4,787.7,784.5,800.3,804.5,824.7,844.0,850.2,846.0,849.0,850.6,858.5,858.0,857.1,868.5,821.1
"19","    Imports",7.5,8.2,7.7,8.3,9.6,10.0,10.5,10.1,9.6,9.4,8.9,9.1,9.5,10.2,13.0,13.7,14.9,15.2,14.3,14.0,15.0,14.6,15.3,16.3,15.8,16.4,16.3,15.5,14.8,16.2,15.3,15.5,16.2,17.1,17.4,18.1,18.9,19.0,19.3,18.5,20.1,20.3,19.8,19.6,19.5,20.1,19.7,20.8,21.4,22.5,22.9,22.5,23.3,23.5,22.9,21.7,21.7,21.9,23.3,23.9,24.3,24.9,25.1,25.6,25.2,25.9,26.7,26.8,27.0,27.7,28.4,29.3,28.5,31.7,32.0,33.9,35.0,36.2,38.2,38.8,39.4,39.0,39.5,41.7,44.4,45.4,48.2,48.2,43.8,52.7,52.4,53.1,53.5,55.2,56.4,57.9,58.7,63.3,65.5,61.9,72.2,71.4,74.1,79.2,85.4,89.5,91.1,98.7,110.3,129.4,133.6,136.6,124.9,115.2,122.1,128.7,138.9,147.1,155.8,162.7,176.4,183.0,182.9,187.4,203.3,208.8,215.1,221.8,229.8,243.1,257.3,280.5,304.3,292.6,279.2,299.2,319.7,322.0,309.9,319.4,309.5,299.1,309.3,294.9,295.3,317.9,343.4,358.0,388.0,406.5,409.6,416.4,397.3,418.6,414.2,438.9,439.4,444.0,459.4,468.6,477.7,502.3,517.3,537.5,542.7,546.1,552.8,574.3,586.2,595.4,584.4,598.2,626.8,614.8,630.1,647.3,620.3,613.9,621.7,638.3,645.8,659.0,677.9,688.5,699.3,716.3,719.3,745.0,761.8,797.6,833.8,860.6,886.9,908.3,905.8,909.2,936.7,952.8,973.8,992.6,1027.2,1039.7,1070.9,1085.3,1098.2,1109.6,1109.9,1145.0,1170.1,1218.2,1278.5,1327.7,1406.3,1451.2,1512.1,1515.6,1485.8,1411.1,1362.4,1310.9,1343.3,1419.6,1449.7,1484.0,1513.0,1509.5,1538.9,1595.8,1686.7,1775.8,1819.1,1905.2,1939.4,1986.8,2039.6,2139.9,2190.2,2240.6,2283.5,2259.9,2301.4,2354.0,2397.5,2464.2,2567.2,2668.7,2693.3,2311.4,1910.4,1856.9,1996.6,2149.8,2236.1,2329.1,2400.7,2474.8,2591.7,2686.9,2712.6,2738.5,2779.7,2772.6,2742.6,2744.5,2756.0,2759.6,2765.7,2775.5,2842.2,2894.8,2884.2,2896.3,2819.7,2803.6,2793.1,2730.2,2687.1,2703.4,2754.1,2813.1,2874.2,2896.9,2910.7,3046.5,3105.6,3112.0,3181.6,3194.7,3154.1,3166.7,3148.2,3075.6,2947.8
